path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00022336b.flac.wav,gdje smo htjeli štititi zločince a nismo stali u obranu žrtava kao što je pokojni đureković,gdje smo htjeli štitite zločinice a nismo ostali u obranu žrtava kao štao je pokojine đureković,gdje smo tijeli štititi zločinice a nismo stali obranu žrtava kao što je pokojni dureković,gdje smo htjeli štititi zločinice a nismo stali u obranu žrtava kao što je pokojni đureković
/home/peterr/macocu/task6_speech/data/00022337.flac.wav,zaštićeni svjedoci su dobro to je dobro izmjena zakona međutim koji su učinci to je problem ,teni svjedoci su dobro to je dobro izmjena zakona međutim koji su učinici to je problem,iesjedoci su dobro to je dobro izmjena zakona mećutim koji su učinici to je problem,st tičeni svjedoci su dobro to je dobro izmjena zakona međutim koji su učinci to je problem
/home/peterr/macocu/task6_speech/data/00022338.flac.wav,odgovorit će uvaženi zastupnik gordan maras ,odgovoriti će uvaženi zastupnik goran maras,odgovorit će uvaženi zastupnik gordan maras,odgovorit će uvaženi zastupnik gordan maras
/home/peterr/macocu/task6_speech/data/00022339.flac.wav,hvala lijepo gospodine bulj ,hvala lijepo gospodine bulj,hvala lijepo gospodine bulj,hvala lijepo gospodine bulj
/home/peterr/macocu/task6_speech/data/00022340a.flac.wav,pošto ja nisam spominjao ove slučajeve,pošto ja nisam spominjao ove slučajeve,poštoa nisam spominjao ove slučajeve,pošto ja nisam spominjao ove slučajeve
/home/peterr/macocu/task6_speech/data/00022340b.flac.wav,nego gospodin culej ali moj odgovor na repliku bi se mogao slično kao i njemu odnositi na vas,gospodin cule ali moj odgovor na repliku bi se mogao slično kao i njemu odnositi na vas,eo gospodin sulej ali moj odgovor na repliku bi se mogao slično kao i njemu odnositi i na vas,gospodin culej ali moj odgovor na repliku bi se mogao slično kao i njemu odnositi na vas
/home/peterr/macocu/task6_speech/data/00022341a.flac.wav,vašu stranku je devedesettih osnivao taj manolić ne vi ste bili u hadezeu i zašto niste onda protiv tih udbaša reagirali nego ste surađivali s manolićem,na vašu stranku e deveedesetih noa osnivao te manolić ne vi ste bili u hadezeu i zašto niste onda protiv tih ud baše reagirali nego ste surađivali s manoličem,nau stranku devedeseti novosnivao taejmanolićne vi ste bili u hadezeu i zašto niste onda protiv tihudbaše reagirali nego ste suradivali s manolićem,vašu stranku je devedesetih aosnivao taj manolić ne vi ste bili u hadezeu i zašto niste onda protiv tih ud baše reagirali nego ste surađivali s manulićem
/home/peterr/macocu/task6_speech/data/00022341b.flac.wav,i sa ovim kak se zove perkoviće,i sa ovim kako se zove perkovićev,i sa ovim kako se zove perkovićemšt,i sa ovim kako se zove perkovićemšt
/home/peterr/macocu/task6_speech/data/00022342a.flac.wav,evo mene to zanima ja sam tada imao šesnaest godina devedesette a vi ste bili uključeni u obranu hrvatske,evo mene to zanima ja sam tada imaošesnaest godinan devedeset a vi ste bili uključeni u obranu u hrvatske,evo mene to zanima ja sam tada imaošesnaest godina  devedesete a vi ste bili uključeni u obranu hrvatske,evo mene to zanima ja sam tada imao šesnaest godina devedeset a vi ste bili uključeni u obranu hrvatske
/home/peterr/macocu/task6_speech/data/00022342b.flac.wav,zašto ste surađivali sa manolićem i perkovićem,zašto steo surađivali sa manolićem i perkovićem,zašto ste suraćivali sa manulićem i perkovićem,zašto se surađivali sa manolićem i perkovićem
/home/peterr/macocu/task6_speech/data/00022343.flac.wav,evo to bi recimo ja vama pitanje mogao postaviti kao što ste vi meni postavili pitanje da sam ja štitio perkovića ,to  recimo ja vama pitanje mogau postaviti kao što ste vi meni postavili pitanje da sami ja štitio vjerkovića,tobi recimo ja vama pitanje mogao postaviti kao što ste vi meni postavili pitanje da sam  ja štitio jeković,e to bi recimo ja vama pitanje mogao postaviti kao što ste vi meni postavili pitanje da sam ja štitio verković
/home/peterr/macocu/task6_speech/data/00022344.flac.wav,jesi jesi pa to je rekao pokojni predsjednik tuđman to je rekao manolić koji je tada bio predsjednik vlade sabora i svega ,s pa to je rekao pokodjeni predsjednik tužman to je rekao manolić ko je tada bio predsjednik vlade sabora i svega,sjesi pa to je rekao pokojeni predsjednik tućma to je rekao mandolić ko e tada bio predsjednik vlade sabora iz svega,jes i jesi pa to je rekao pokojni predsjednik tuđman to je rekao manolić koji je tada bio predsjednik vlade sabora i svega
/home/peterr/macocu/task6_speech/data/00022345a.flac.wav,a ono što sam rekao ako imaš ako imate pardon mi smo si ovako malo dobri ovdje pa onda sam prešao na ti ako imate,a ono što sam rekao ako imaš ako imate paron ni smo si malio ovako odobri ovdje pa onda sam prešao na ti ako imate,a ono što sam rekao ako imaš ako imate pardon nismo si malo ako dobri ovdje pa onda sam prešao nati ako imate,a ono što sam rekao ako imaš ako imate pardon mi smo si malo ovako dobri ovdje pa onda sam krešao na ti ako imate
/home/peterr/macocu/task6_speech/data/00022345b.flac.wav,informacije i ovoga što ste prijavili za ratno profiterstvo ja ću vam se prvi pridružiti kada ovdje državni odvjetnik dođe,informacije i ovoga što ste prijavili za rjatnom profiterstvo ja ću vam se prvi pridružiti kada ovdje državni odjetnink dođe,inormacije i ovoga što ste prijavili za ratno proiterstvo i ja ću vam se prvi pridružiti kada ovdje državni odbetnik dode,informacije i ovoga što ste prijavili za ratno profiterstvu ja ću vam se prvi pridružiti kada ovdje državni odbetnik dođe
/home/peterr/macocu/task6_speech/data/00022345c.flac.wav,i pitajte ga tamo konkretan slučaj kao što ću i ja pitati ako nisam zadovoljan sa nekim stvarima koje sam ja prijavio,i pitajte ga tamo konkretan slučaj kao što ću ja pitati ako nisam zadovoljan sa nekimstvarima koje sam ja prijavio,i pitajte ga tamo konkretan slučaj kao što ću ja pitatiako nisam zadovoljan sa nekim stvarima koje sam ja prijavio,i pitajte ga tamo konkretan slučaj kao što ću i ja pitati ako nisam zadovoljan sa nekim stvarima koji sam ja prijavio
/home/peterr/macocu/task6_speech/data/00022346.flac.wav,znači to je način da mi istjeramo pravdu na čistac i to je naša pozicija ovdje koju imamo u saboru ,iu to je način da mi istjeramo pravdu na čistati  to je naša pozicija ovdje koja jimamo u saboru,i to je način da mi istjeramo pravdu načistati i to je naša pozicija ovdje koj imamo u saboru,i to je način da mi istjeramo pravdu na čistati to je naša pozicija ovdje koji imamo u saboru
/home/peterr/macocu/task6_speech/data/00022347a.flac.wav,a ja bi još jednu stvar vas upozorio sada u ovom trenutku pravosuđe i odgovornost,a  još jednu stvar das upozorilo sada u ovom trenutku pravosuđa i odgovornost,a ja još jednu stvari ba se upozorio sada u ovom trenutku pravosudće i odgovornost,a je još jednu stvara s upozorio sada u ovom trenutku pravosuđe i odgovornost
/home/peterr/macocu/task6_speech/data/00022347b.flac.wav,u vezi pravosuđa je na leđima mosta ministar za pravosuđe je iz mosta,u vezi pravosuđa je na leđima mosta ministar za pravosuđea iz mosta,u vezi pravosuća je na ledima mosta ministar za pravosuće je iz mosta,u vezi pravosuđa je na leđima mosta ministar za pravosuđe je iz mosta
/home/peterr/macocu/task6_speech/data/00022348.flac.wav,molim vas napravite nešto i pokažite kako ste vi iz mosta efikasni ,vas napravite nešto i pokažete kako ste vi iz mosta efikasni,s napravite nešto i pokažete kako ste vi iz mosta eikasni,oa ta va napravite nešto i pokažete kako ste vi iz mosta efikasni
/home/peterr/macocu/task6_speech/data/00022349a.flac.wav,poštovani potpredsjedniče kolege pa mislim da smo izašli,poštovani potpredsjedniče kolege pa mislim dao,poštovani potpredsjedniče kolege pa mislim da smoizali,vapoštovani potpredsjedniče kolege pa mislim da smoizdašli
/home/peterr/macocu/task6_speech/data/00022349b.flac.wav,iz teme i danas ovdje ali mislim da je to sloboda zastupnika da pričaju i šire od onoga što je tema,iz treme i danas ov ali mislim da je to sloboda zastupnika da pričaju i širije onoga što je utema,is teme i danasovidji ali mislim da je to s loboda zastupnika da pričaju i širje od onoga što je tema,iz teme i danas ovdje ali mislim da je to sloboda zastupnika da pričaju i širije od onoga što je tema
/home/peterr/macocu/task6_speech/data/00022350.flac.wav,možemo mi napisati najbolji zakon o zaštiti svjedoka kada je ovo pitanje puno kompleksnije od toga ,možemo mi napisati najbolji zakon o zaštiti svjedoka kada je ovo pitanje puno kompleksnije od toga,možemo mi napisati najbolji zakon po zaštiti svjedoka kada je ovo pitanje puno kompleksnije od toga,možemo mi napisati najbolji zakon o zaštiti svjedoka kada je ovo pitanje puno kompleksnije od toga
/home/peterr/macocu/task6_speech/data/00022351a.flac.wav,ja vas pitam tko danas se želi odlučiti biti svjedok u nekom bitnom,ja vas pitamtko danas se želi odlučiti biti svjedok u neka kom bitnom,ja vas pitam tko danas se želi odlučii biti svjedok u nekakvom bitnom,ja vas pitam tko danas se želi odluči biti svjedok u nekakvom bitnom
/home/peterr/macocu/task6_speech/data/00022351b.flac.wav,suđenju za erha ili nekakvom velikom mafijaškom obračunu kad nama danas ukradu novce u policiji,suđenju za erha ili nekakom velikom mafijaškom obračunu kad nama danas ukraduo novce u policiji,sudenju za epubrhvatsk ili nekakvom velikom maijačkom obračunu kad nama danas u gradu novce u policiji,suđenju za erha ili nekakvom velikom mafijaškom obračunu kad nama danas u kradu novce u policiji
/home/peterr/macocu/task6_speech/data/00022351c.flac.wav,u centrali policije nestanu novci cure nam informacije iz ureda predsjednice cure nam iz vlade cure nam iz dorha pa ja vas pitam tko želi biti svjedok,u centraloj politiciji nestanu novci curenam informacije iz ureda predsjednice curenam iz vlade curenam iz dorha a japotana tko želim biti svijedok,u centrali policiji nestano novci surenam inormacije iz ureda predsjednice surenam iz vlade surena iz dorha pa jaspitam tko želi biti svjedok,u centrali policiciji nestanu novci cure nam informacije iz ureda predsjednice cure nam iz vlade cure nam iz dorha pa je vas pitam tko želi biti svjedok
/home/peterr/macocu/task6_speech/data/00022351d.flac.wav,kad je svjestan da danas ko je moćan može dobiti informaciju iz svake od onih institucija koje bi trebale u biti i štititi tog svjedoka,kada je svjestan da danas koje moćan može dobiti informaciju i svake od onih institucija koje bi trebale u biti i štititi tog sjedoka,kada je svjestan da danas koje moa može dobiti inormaciju i svake od onih institucija koje bi trebale u biti i štititi togsvjedok,kada je svjestan da danas tko je moćan može dobiti informaciju i svake od onih institucija koje bi trebale u biti i štititi tog svjedoka
/home/peterr/macocu/task6_speech/data/00022352a.flac.wav,danas se polako guši sloboda govora uvodi se nekakav strah pa evo i nama zastupnicima se na neki način poručuje,danas se polako guši sloboda govora udi se nekaka strah pa evo i nama zastupnicima se na neki način poručuje,dnas se polakoguši sloboda govora uvodi se nekakav strah paevo i nama zastupnicima se na neki način poručuje,danas se polako guši sloboda govora uvodi se nekakav strah pa evo i nama zastupnicima se na neki način poručuje
/home/peterr/macocu/task6_speech/data/00022352b.flac.wav,nekoliko dana da izlazimo iz teme da ne možemo govoriti o nekim stvarima gdje te slobode polako nestaju,nekoliko dana da izlazimo iz steme da ne možemo govoriti o nekim stvarima gdje kte slobode polako ne staju,nekoliko dana da izlazimo iz teme da ne možemo govoriti o nekim stvarima gdje te slobode polako nestaju,nekoliko dana da izlazimo iz teme da ne možemo govoriti o nekim stvarima gdje te slobode polako nestaju
/home/peterr/macocu/task6_speech/data/00022353a.flac.wav,sve što mi danas ovdje radimo i kako se ponašamo i kako se djeluje i na zastupnike to se sve odnosi i na ljude koji će danas sutra,je što mi danas ovdje radimo i kako se ponašamo i kako se djeluje i na zastupnike to se se odnosi i na ljude koji će danas sutra,e što mi danas ovde radimo i kako se ponašamo i kako se deluje i na zastupnike to se se odnosi i na ljude koji će danasutrai,što mi danas ovdje radimo i kako se ponašamo i kako se djeluje i na zastupnike to se se odnosi i na ljude koji će danas sutra
/home/peterr/macocu/task6_speech/data/00022353b.flac.wav,biti svjedoci ili su u nekim procesima već jesu,biti svjedoci ili su u nekim procesima već jesu,t biti svjedoci ili su u nekim procesima već jesu,biti svjedoci ili su u nekim procesima već jesu
/home/peterr/macocu/task6_speech/data/00022354a.flac.wav,nažalost ti ljudi nemaju sigurnost da ukoliko svjedoče da će stvarno biti zaštićeni,nažalost ti ljudi nemaju sigurnost da ukoliko svjedoči da će stvarno biti zaštićeni,nažalost ti ljudi nemaju sigurnost da ukoliko sjedoče da će stvarno biti zaštićeni,nažalost ti ljudi nemaju sigurnost da ukoliko svjedoče da će stvarno biti zaštićeni
/home/peterr/macocu/task6_speech/data/00022354b.flac.wav,i da će to njihove svjedočanstvo pomoći nekome a da oni neće nakon toga nastradati,i da će to njihovo osvjedočanstvo pomoći nekome a da oni neće nakon toga sastradati,i da će to njihovo osvjedočanstvo pomoći nekome a da oni neće nako toga sstradati,i da će to njihovo svjedočanstvo pomoći nekome a da oni neće nakon togas stradati
/home/peterr/macocu/task6_speech/data/00022355a.flac.wav,potpunosti se slažem sa vašom replikom jer kako objasniti,u potpuno sti se slažem sa vašom replikom jer kako objasniti,vpotpunosti se slažem sa vašom replikom jer kako objasniti,u potpunosti se slažem sa vašom replikom jer kako objasniti
/home/peterr/macocu/task6_speech/data/00022355b.flac.wav,da fimi medij traje od dvije tisuće deset da su članovi hadezea,da fini medija traje od dvije tisuće deset da su članovi hadezea,da imii medija traje od dvije iue deset da suu članovi hadezea,da fimni medija traje od dvije tisuće deset da su članovi hadezea
/home/peterr/macocu/task6_speech/data/00022355c.flac.wav,gospodin barišić gospođa pavošević i gospođa nevenka jurak,gospodin barišić gospođa pavošević i gospođa nevenka i urak,gospodin barišić gospoža pavošević i gospoda nevenka urak,gospodin barišić gospođa pavošević i gospođa nevenka i urak
/home/peterr/macocu/task6_speech/data/00022355d.flac.wav,na sudu prije tri četiri godine objašnjavali kako se izvlačio novac iz javnih poduzeća kako se trošio,na sudu prije tri četiri godine objašnjavali kako se izvlačio novac iz javnih poduzeća kako se trošio,na sudu prije tri četiri godine objašnjavali kako se izvlačio novac iz javnih poduzeća kako se trošio,na sudu prije tri četiri godine objašnjavali kako se izvlačio novac iz javnih poduzeća kako se trošio
